Fz,FC3,FC1,FCZ,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPZ,CP2,CP4,P1,Pz,P2,POZ,23,24,25
3.9063,5.957,5.9082,3.7109,4.9316,2.4902,5.5176,4.7363,7.5684,4.2969,7.373,3.5156,2.832,2.5879,4.8828,3.3691,8.5449,4.9316,4.1992,4.248,2.4902,4.1016,7.3242,5.3711,1.9531
3.3203,4.4922,4.1016,1.1719,0.48828,-2.5879,4.5898,3.7109,6.9824,1.709,3.2227,-0.73242,-2.5391,1.5137,3.9063,1.2695,5.8594,1.709,4.248,3.8086,2.6855,6.2012,7.8125,9.2773,4.8828
-3.1738,0.58594,-1.4648,-3.6133,-6.1035,-9.5703,2.2949,0.92773,1.8555,-2.4414,-4.0039,-6.4941,-8.9355,0.19531,0.63477,-0.83008,0.29297,-4.1992,2.0996,1.123,-0.3418,3.5156,6.8359,8.7891,-5.3711
-3.9551,-2.9785,-3.5156,-8.0566,-8.6914,-13.867,1.3184,-4.1504,-1.5137,-7.7637,-7.666,-12.695,-10.693,-3.8574,-1.9531,-6.5918,-3.9551,-8.0566,-0.53711,-1.9043,-3.7598,-0.3418,5.3711,5.3711,-8.3008
-5.2246,-5.0781,-5.8105,-8.7402,-10.498,-14.307,0.92773,-3.5645,-1.6113,-8.6426,-10.01,-15.771,-12.744,-1.709,-0.78125,-6.3477,-6.2012,-10.84,-0.048828,-1.709,-4.7852,-0.14648,4.3945,0.97656,-8.3008
-1.709,-3.9551,-2.9785,-4.1016,-7.0313,-10.449,0.48828,-1.5625,0.43945,-5.6152,-8.1055,-14.941,-11.475,-0.78125,0.83008,-2.6367,-3.4668,-7.8125,0.92773,0.3418,-2.3926,1.2695,7.8125,11.23,0.97656
-0.68359,-3.4668,-2.2949,-2.002,-3.2715,-3.3691,0.63477,-0.3418,1.9531,-2.0996,-3.8086,-7.2266,-0.63477,1.8066,3.3203,0.48828,0.63477,-2.5879,2.5391,2.7832,0.68359,2.5391,5.8594,10.742,6.8359
-4.1504,-2.3926,-4.0039,-1.7578,-4.9805,-3.3203,-0.29297,1.4648,0.83008,-1.1719,-3.418,-4.541,-2.5879,3.0273,2.4414,2.0508,2.1973,-0.87891,2.2461,2.7344,1.8066,2.1484,1.4648,4.3945,2.9297
-2.4902,-2.1973,-2.9297,-1.416,-3.4668,-2.832,-0.78125,1.3184,1.5625,-0.78125,-1.6602,-3.3691,-2.2949,1.5137,2.4902,0.97656,4.7852,2.1973,1.7578,3.5156,3.5156,3.3203,3.9063,7.8125,11.23
1.6113,-1.709,0.53711,0.43945,0.83008,-1.5625,3.0273,2.6855,5.8105,0.19531,2.9785,0.3418,2.1973,3.6133,6.1523,2.7344,6.4941,4.6387,4.0527,5.8594,5.4688,5.7129,5.8594,12.695,5.8594
-4.1504,-7.7148,-6.25,-6.25,-5.3711,-5.8105,-0.92773,-2.2949,-1.0742,-7.3242,-3.0273,-3.6133,-1.416,-1.2695,-1.0742,-4.3457,0.78125,-0.24414,-3.0762,-1.9043,-2.5391,-5.0781,1.9531,11.719,7.8125
-6.25,-7.7637,-9.3262,-7.7637,-6.3965,-4.1992,-0.43945,-2.2949,-4.3945,-8.8867,-5.4199,-3.418,-1.6113,0.14648,-3.1738,-5.9082,-1.9043,-3.3203,-2.5391,-3.2715,-5.6152,-4.4922,1.4648,3.418,2.4414
-4.541,-6.25,-8.4473,-6.4941,-4.4434,-2.9297,1.2695,-1.2207,-4.5898,-9.8633,-5.127,-2.8809,-2.6855,-0.19531,-2.9785,-7.959,-4.834,-5.1758,-4.7852,-6.0059,-8.3008,-7.4707,0.97656,6.8359,6.3477
1.5137,0.73242,-2.3438,1.3184,2.6367,6.8848,5.0293,4.4434,0.97656,-2.3926,1.416,5.6641,6.1035,4.5898,1.5625,-1.6602,4.1016,3.6621,2.6855,1.9531,0,-0.097656,-1.4648,4.8828,10.254
-0.73242,-3.5645,-6.1035,-0.48828,-1.5625,4.2969,-0.78125,0.48828,-1.9043,-4.4922,-0.78125,5.8594,7.373,3.3203,-0.87891,-0.63477,3.3691,4.7363,1.0742,1.6602,1.8555,2.4414,4.8828,17.578,15.137
5.8594,1.3184,1.6602,4.5898,5.2734,8.8867,3.3203,1.8555,2.5879,-0.19531,4.6387,8.5449,14.648,3.5645,3.2227,2.1484,8.6914,11.23,4.7363,7.2754,8.6914,9.5215,3.9063,24.414,16.113
10.254,6.2012,6.25,8.252,7.2754,8.4473,6.2988,6.2012,6.9336,4.4434,8.1055,10.4,13.281,6.9336,7.1777,6.6895,13.477,15.869,8.1055,12.012,14.063,13.135,5.3711,26.367,20.508
9.0332,5.6641,6.5918,7.8125,7.5195,7.2266,5.0781,6.2988,8.3984,5.6641,8.1055,10.205,15.918,6.1035,7.4707,6.9824,12.451,14.648,6.7871,10.498,13.77,11.523,2.4414,19.531,15.137
3.8086,4.541,1.9043,4.6875,3.125,4.541,1.9043,4.3945,2.4902,2.4414,2.0508,4.4922,7.7637,1.7578,0.39063,2.0508,5.8594,6.25,0.63477,4.1504,6.8848,5.4199,5.8594,17.09,8.7891
4.4922,4.7363,2.2461,2.832,3.5645,3.7109,3.0273,3.418,2.2949,-0.3418,3.2227,2.9297,5.4688,0.14648,-1.123,-0.58594,2.8809,2.6855,-2.7832,-0.19531,1.7578,-0.68359,0.48828,6.8359,6.8359
9.8145,10.352,7.9102,8.8379,9.5703,9.7168,7.8125,7.2754,6.1523,4.6875,7.7148,8.4961,8.7402,4.0527,1.5625,3.2227,5.957,6.4941,-0.39063,2.2461,3.5156,0.24414,10.742,8.3008,6.8359
8.3008,9.7656,5.7617,8.3496,6.1523,8.4473,5.6641,6.2012,3.418,3.2227,5.1758,6.9336,2.3926,2.8809,-0.97656,1.6602,4.6875,3.7598,-1.8555,0.43945,1.7578,1.123,5.8594,13.672,6.3477
5.6152,5.0781,1.2695,1.2695,2.3438,4.3945,5.127,2.7344,-0.3418,-3.4668,1.3184,4.4922,4.1016,-1.4648,-3.1738,-3.6133,1.0254,2.2949,-5.4199,-2.5879,-0.58594,-1.5625,7.8125,13.184,2.9297
-0.048828,-0.68359,-3.8574,-8.8379,-4.9805,-5.2246,3.5156,-4.3457,-6.4941,-13.916,-5.4199,-4.1504,0.3418,-7.8613,-8.5938,-12.256,-4.248,-1.9531,-8.5938,-7.2754,-4.248,-4.0039,7.8125,14.648,8.3008
-9.5703,-9.1309,-13.477,-18.311,-17.041,-15.527,-3.5156,-12.646,-15.576,-23.682,-16.748,-14.795,-8.0566,-14.6,-17.334,-20.996,-14.648,-12.305,-15.479,-15.527,-13.135,-12.012,0.48828,3.9063,5.8594
-9.9121,-6.7871,-13.037,-18.115,-16.748,-14.746,-0.19531,-9.3262,-13.428,-22.217,-17.334,-15.137,-6.8359,-9.3262,-13.525,-18.408,-12.402,-9.8145,-9.3262,-10.938,-9.1309,-6.3965,1.4648,4.8828,4.3945
-11.475,-8.1055,-13.428,-20.508,-18.359,-15.137,-1.8555,-10.352,-13.867,-23.291,-18.262,-15.918,-3.7598,-10.107,-12.451,-19.629,-13.818,-10.84,-9.8633,-11.328,-9.9609,-7.5195,2.9297,5.8594,12.695
-8.7402,-3.4668,-8.6914,-16.602,-15.576,-14.697,0.48828,-5.1758,-8.4961,-19.189,-17.529,-16.26,-4.1992,-5.2246,-8.4473,-16.26,-13.623,-11.426,-8.0566,-9.8145,-9.9121,-6.25,2.4414,-0.97656,2.9297
-3.0762,8.8867,-0.78125,-6.6895,-11.816,-10.986,7.2266,6.4453,-0.24414,-8.9355,-13.086,-12.5,-5.127,4.834,-0.19531,-7.2266,-5.2734,-4.834,2.2949,-0.43945,-1.3184,2.8809,1.9531,0,3.418
0.097656,9.4727,3.6133,-2.9297,-6.6895,-6.1523,8.3496,10.205,6.1035,-3.9551,-5.4199,-4.0527,6.0059,9.8145,6.9824,0.53711,2.1973,4.1016,8.1055,7.373,7.7148,11.523,5.8594,6.3477,2.9297
-6.25,3.5645,-3.8574,-11.23,-13.965,-13.965,5.2734,4.4434,-1.7578,-12.744,-12.158,-10.547,-1.5625,2.5879,-1.9043,-7.373,-4.541,-1.6602,-1.1719,-0.92773,0.24414,1.3672,6.3477,0.97656,-7.8125
-10.791,2.2461,-8.3008,-11.572,-16.406,-12.744,2.5391,3.8574,-5.127,-12.256,-12.842,-6.6406,-1.6113,3.6133,-4.2969,-6.25,-2.6367,0.97656,0.87891,0.48828,1.5625,5.2734,1.9531,-0.97656,-0.48828
-7.9102,2.7344,-6.9824,-10.303,-12.256,-8.8379,5.7129,5.957,-2.6855,-10.449,-7.5684,-2.0996,3.0273,5.6152,-0.73242,-4.7363,0.63477,4.3945,2.5879,2.3438,4.1016,7.9102,5.3711,5.8594,0
-5.127,4.3457,-3.8086,-9.4727,-7.5684,-4.541,8.3984,6.3477,-1.2695,-8.3984,-4.9805,-1.1719,1.416,4.5898,0.43945,-4.4922,2.2949,4.6875,3.3691,3.8086,4.4434,8.2031,3.9063,5.8594,7.3242
-2.7344,7.373,-2.7832,-4.1504,-5.5176,0.39063,6.9336,7.4707,-0.14648,-4.834,-2.9785,2.5391,0.63477,8.1055,1.0742,-1.123,2.9785,4.1992,5.3711,4.7852,4.9316,9.2773,-1.9531,4.3945,7.3242
1.3672,8.9844,2.1973,-3.7109,-1.5625,-0.19531,11.572,8.1055,3.5645,-4.3457,-1.3672,-0.29297,1.7578,7.4707,3.6621,-0.53711,4.0527,3.4668,5.7617,5.7617,5.127,8.7402,3.9063,0.48828,3.9063
2.9297,15.576,5.2246,0.73242,-0.92773,2.7344,12.793,13.623,6.4453,0.63477,-1.2207,1.123,-0.83008,11.768,6.4453,4.0527,5.5664,3.6621,8.7891,8.7402,7.4219,12.305,4.8828,5.8594,9.2773
3.7109,13.525,7.1289,0.3418,0.92773,1.2207,13.232,11.475,8.6914,0.87891,1.2695,0.87891,2.3926,10.889,8.3008,3.418,5.957,3.9063,7.6172,8.5449,8.2031,12.549,9.2773,3.418,9.7656
2.8809,13.086,6.7871,0.63477,2.3926,4.248,10.547,9.8633,7.4219,2.5391,2.1484,4.1016,6.1035,6.2012,5.5176,3.2715,7.8125,6.0547,2.9297,6.4453,5.6152,6.1523,7.3242,8.7891,2.9297
4.7363,13.379,7.2754,3.418,4.6875,5.9082,9.9609,8.9844,8.6426,4.1016,4.8828,4.6387,4.2969,6.25,5.6641,3.9551,7.2266,5.2734,3.8574,6.1523,5.3223,6.1035,1.9531,3.9063,3.9063
13.086,16.357,14.502,11.816,14.697,14.502,12.305,11.865,14.99,10.938,14.502,11.816,10.547,8.4961,10.645,9.5215,14.795,12.207,7.7637,11.475,11.133,11.328,4.8828,9.2773,5.8594
9.375,13.672,10.01,12.158,11.182,12.842,5.4688,8.8867,10.4,10.889,11.523,10.303,5.3223,5.7129,6.4941,8.6914,11.719,7.7637,3.1738,6.0059,4.541,1.4648,7.3242,12.207,11.23
10.986,9.4727,10.059,10.693,13.525,11.133,5.127,4.7852,9.5215,8.252,11.572,6.6406,4.248,1.5625,6.1035,4.7363,7.4707,3.2715,0.83008,3.3691,1.2695,-0.48828,7.8125,8.7891,0
13.818,12.158,10.645,14.941,16.895,15.137,5.4199,7.9102,10.156,13.574,15.137,12.305,6.6406,7.3242,9.3262,11.084,15.088,11.23,9.8145,12.939,10.205,11.377,4.3945,12.207,2.4414
5.2734,6.9336,3.4668,9.7656,8.0566,7.666,1.123,4.9805,5.6152,9.375,9.1797,5.9082,-2.002,9.4238,8.1543,11.133,11.133,6.0547,11.377,14.307,11.035,15.674,-1.9531,-0.48828,-19.043
3.418,6.0059,2.3438,7.666,6.4453,7.1777,1.0742,4.4922,4.7363,7.7148,5.8594,3.5156,-3.1738,9.7656,7.1777,10.303,10.156,4.6387,12.793,14.941,10.742,17.773,-2.4414,-8.3008,-7.8125
10.791,7.0313,8.5938,8.7402,13.574,11.768,6.9336,6.1035,11.719,9.8633,12.354,6.7383,7.666,11.963,14.893,13.037,14.209,8.9844,18.066,19.385,15.82,22.998,1.4648,9.2773,11.23
14.697,13.525,15.479,16.992,20.41,19.287,11.816,16.553,22.314,21.045,19.727,14.258,12.402,23.73,26.172,24.17,21.533,14.209,27.49,27.49,22.803,30.273,-9.2773,11.719,4.3945
9.375,10.01,10.107,12.451,13.77,13.721,7.3242,14.209,16.016,15.967,10.645,6.1523,4.3457,17.871,19.189,17.334,15.381,7.959,20.459,20.605,15.479,20.996,-7.3242,10.254,13.672
12.451,10.596,12.012,14.551,14.258,13.721,12.158,16.211,18.262,16.65,11.67,7.666,8.5449,18.604,19.775,19.141,16.699,10.938,19.531,20.557,16.309,20.752,3.418,19.043,19.531
5.5176,6.9336,6.543,8.8867,7.1289,6.1035,9.2773,14.355,14.209,11.914,6.6895,2.1973,2.5879,15.381,15.039,16.064,13.33,7.5684,15.967,16.943,15.186,19.043,0.48828,20.02,12.695
0.63477,1.3672,2.4902,2.7344,1.8555,-0.048828,6.1523,9.4727,9.2773,7.2266,3.8086,0.73242,0.048828,10.742,10.938,11.377,11.23,7.0801,11.426,13.721,13.525,17.188,-0.97656,15.137,9.2773
1.709,2.6855,5.127,3.6133,4.834,0.63477,8.0566,9.8633,12.939,8.9355,9.7656,7.2266,8.1055,10.645,14.404,14.111,17.48,15.039,14.355,18.359,20.117,21.338,-1.4648,4.3945,3.418
1.8066,5.3711,5.5176,5.5664,5.8105,3.9063,5.957,10.986,12.158,10.889,10.596,9.9609,8.7402,10.596,14.551,15.039,18.848,17.822,14.795,20.166,22.021,22.949,-2.4414,5.3711,9.2773
6.8848,10.547,10.01,9.668,9.1797,8.5938,8.5449,14.453,15.771,14.16,13.916,13.721,12.061,14.697,17.48,18.311,20.508,20.068,17.92,21.484,21.777,23.926,-7.3242,10.742,10.254
10.889,15.43,15.479,16.846,14.404,12.793,11.963,17.969,19.971,17.822,17.334,16.309,15.82,17.334,20.068,20.752,23.34,22.217,19.873,22.607,23.682,24.805,-7.3242,14.16,14.648
5.7129,11.621,8.5449,13.232,7.8125,8.5938,5.2246,13.135,11.768,10.938,7.8125,8.7402,5.0781,10.84,10.01,11.67,11.816,10.205,10.156,11.865,11.67,13.135,-11.719,8.3008,11.23
6.0547,8.3496,8.9355,8.2031,7.959,5.5664,8.8867,9.6191,11.67,4.9316,6.0547,3.0273,7.0801,6.2012,8.7402,4.6875,6.5918,2.9297,5.127,5.5664,4.7363,7.0313,-3.418,15.625,7.3242
3.5645,9.2285,7.0801,8.7402,6.0547,6.6406,5.8594,9.7168,7.959,4.9805,3.1738,3.8574,4.6875,2.9785,3.8086,2.9297,4.541,1.0254,1.8555,3.3691,1.5625,2.4414,-1.9531,10.742,18.066
-1.5137,4.834,1.9043,4.248,-0.43945,0.63477,-0.48828,3.2227,2.6367,-0.39063,-2.5391,-1.8555,-2.002,-2.7344,-2.2461,-2.7832,-2.5879,-6.1523,-4.541,-3.5645,-5.1758,-2.6855,-4.8828,8.7891,8.3008
0.97656,9.375,4.3945,8.3008,4.3457,7.0313,1.8555,6.2012,4.9805,5.2246,2.0996,5.2734,3.6621,1.1719,1.2207,3.0762,3.8086,0.83008,2.2461,3.7109,2.3926,8.4473,-1.4648,9.7656,11.719
5.9082,10.693,7.5684,12.061,9.8145,12.207,2.4414,7.4219,7.8613,9.4727,9.3262,12.646,12.354,4.1016,4.8828,7.0801,10.84,9.1797,8.252,9.7656,11.035,17.48,-2.9297,10.742,17.09
4.0039,4.3945,4.4922,6.6895,7.7637,6.6895,0.58594,1.2695,4.248,3.8086,7.2754,7.8613,9.4238,-0.78125,1.6602,1.8555,6.6895,6.0059,4.0527,4.7852,7.7148,14.355,-3.9063,11.23,9.2773
3.418,5.5176,4.0039,7.8125,8.2031,7.4707,2.3438,4.3945,4.8828,6.25,6.9336,9.4238,8.3008,2.5391,2.6367,4.6387,9.5703,8.5449,8.0078,8.6426,11.279,18.359,-4.8828,2.4414,10.742
2.3926,2.2949,0.87891,6.2988,5.7129,7.2266,0.87891,2.1484,2.002,4.0527,5.6152,7.959,5.8105,2.8809,1.0254,3.6621,7.0313,6.3477,5.957,7.0801,8.9355,15.967,-2.9297,6.8359,7.3242
3.7598,1.6113,4.0527,5.5664,6.25,4.1504,4.6875,1.0742,4.0527,2.1484,6.3965,3.7598,5.3711,1.8066,2.6367,1.8066,7.1777,5.957,5.7129,7.1289,7.959,14.111,0.97656,5.8594,10.742
-0.68359,2.7344,0.63477,3.2227,1.9531,1.3672,4.2969,3.8086,1.9531,1.416,1.8555,0.097656,-3.0273,4.2969,2.002,1.6113,3.2715,0.48828,4.8828,5.1758,4.1016,10.156,-5.3711,1.4648,9.2773
-3.2227,0.3418,-0.53711,-1.3184,-0.58594,-6.3477,8.9355,2.6855,3.3203,-1.5137,-0.63477,-6.5918,-6.8848,4.3457,4.4434,-0.3418,-0.097656,-4.7852,4.2969,4.0039,2.3926,10.303,-7.8125,-5.3711,1.4648
-7.7637,-1.3184,-4.0527,-3.7109,-5.4688,-8.3008,1.8066,0.83008,-0.63477,-3.2227,-6.1523,-10.107,-10.303,1.7578,0.3418,-2.4414,-3.125,-8.3496,2.0996,1.0742,-0.83008,5.127,-3.9063,-4.8828,2.4414
-4.6387,0.048828,-0.87891,-3.2715,-3.125,-8.252,7.4219,3.7598,5.2734,-1.5137,-2.8809,-9.1309,-4.1504,5.8594,6.3477,0.39063,-0.097656,-5.1758,7.7148,5.8594,3.6133,10.84,-6.8359,-7.3242,-9.2773
-3.0762,3.9551,2.1973,-2.1484,-4.1016,-8.8867,10.205,6.7871,6.5918,-1.3672,-4.1016,-11.182,-6.25,9.2285,6.9336,1.3672,-0.63477,-5.1758,7.6172,5.7617,3.3691,10.938,-4.3945,-3.9063,0
-7.2754,-1.7578,-3.3691,-7.4219,-10.303,-14.6,4.3945,0.83008,1.1719,-7.7637,-10.4,-15.283,-10.254,2.7832,0.92773,-5.3711,-4.0039,-8.0078,2.0508,0.87891,0.048828,5.1758,-0.97656,-3.9063,7.3242
-4.7852,1.2695,-1.416,-2.832,-6.5918,-8.8867,6.0059,4.0527,3.0762,-4.248,-5.7129,-8.1055,-4.7363,4.248,2.1973,-1.8555,-1.123,-3.3203,3.125,3.2227,3.2715,6.543,-1.9531,-8.7891,-1.4648
-5.8105,2.7344,-1.7578,-1.3672,-5.5664,-4.9316,5.0781,4.7363,1.3672,-1.8066,-3.418,-2.7344,0.14648,3.6621,0.87891,-0.048828,3.6621,2.2949,3.0273,5.1758,7.1777,9.2773,-4.3945,-10.742,8.7891
-6.4941,1.123,-4.0039,-2.0996,-5.6641,-5.0781,1.9531,2.1973,-1.3672,-1.416,-2.6855,0.43945,-0.14648,1.9531,-1.2207,0.68359,3.9063,4.3457,0.73242,3.7598,7.373,9.0332,-5.3711,-5.3711,5.8594
-6.4941,0.78125,-5.0781,-1.1719,-5.6641,-3.8574,-2.4902,0.19531,-3.5645,-2.0996,-3.2715,0.3418,-2.3926,-2.002,-5.0781,-0.68359,2.4902,3.7109,-2.3438,1.7578,5.4688,6.9336,-6.3477,-9.2773,-1.9531
-3.3691,4.6387,-0.87891,0.73242,-4.1504,-2.0508,0.097656,3.5156,-1.3672,0.048828,-2.4414,1.7578,-2.002,1.0254,-1.9043,1.2695,3.6133,4.1504,0.97656,4.4434,7.2754,11.23,0.97656,-4.3945,9.2773
-2.8809,4.1992,-1.3184,1.0254,-3.3691,-2.9785,-0.48828,2.8809,-0.43945,0.78125,-2.3926,1.123,-2.8809,1.3184,-1.6113,1.5137,1.8555,1.6602,1.2695,3.4668,5.2246,10.059,-2.9297,-2.4414,-1.9531
3.0762,6.6895,4.3457,3.4668,2.832,0.19531,3.6621,4.6387,4.6387,2.0996,2.0508,1.6113,0.14648,1.416,3.3203,2.002,4.6875,3.7598,3.3691,5.957,7.1289,11.23,2.4414,3.9063,6.8359
5.5664,10.01,5.6641,9.668,5.2246,7.2754,2.002,7.3242,6.25,6.7383,4.834,7.2754,3.7598,5.7129,4.1504,5.7129,6.1523,5.7617,4.5898,6.7871,7.1289,9.375,-1.9531,0.97656,-5.3711
12.061,15.088,12.549,14.453,12.842,13.818,8.4961,12.207,12.256,11.23,11.719,12.842,8.4473,10.889,9.7656,11.426,13.086,13.037,11.914,13.721,15.088,17.871,0,15.625,8.7891
10.84,8.5938,10.84,10.938,12.842,11.523,5.4199,6.2988,9.9609,6.8359,10.938,8.4473,7.5684,4.1992,6.7871,4.9805,9.9121,8.8379,4.1992,6.9336,8.1543,6.8848,-4.8828,9.7656,7.3242
17.334,16.943,18.408,19.58,20.361,17.139,11.914,14.111,17.48,16.357,17.773,15.869,12.598,10.645,12.793,11.475,14.844,14.502,8.252,11.084,12.207,9.9121,0.97656,14.16,4.8828
15.234,14.404,17.334,17.285,17.09,12.451,8.9355,11.23,15.186,13.477,14.063,9.5703,5.2734,7.0801,10.303,7.7148,11.963,9.5703,6.2988,9.4238,9.9609,9.7656,1.4648,17.578,19.043
6.4941,10.205,7.5195,10.547,5.0781,4.5898,2.3926,6.6406,6.1035,5.0293,2.4902,2.1973,-3.5156,3.5645,1.4648,2.7344,1.4648,-0.3418,0.19531,1.2695,0.19531,2.4902,-2.4414,9.2773,9.2773
7.959,10.791,8.6426,11.426,4.3945,5.0781,3.0762,6.7871,5.4688,4.9316,1.2695,-0.048828,-2.2461,2.9297,0.73242,2.4414,1.5625,-1.8066,-0.48828,0.14648,-1.416,0.92773,4.3945,21.973,10.254
8.0078,6.6895,7.5195,7.0801,4.5898,2.2461,3.4668,3.9551,5.1758,2.832,1.5625,-0.87891,5.127,1.8066,2.4902,0.097656,0.53711,-2.1484,2.0508,0.87891,-2.0996,3.3203,4.3945,27.344,11.719
6.1523,2.7832,5.0293,2.7344,4.0039,0.097656,5.127,1.6113,4.7363,-0.68359,0.58594,-4.4922,2.3438,3.125,4.0039,-1.0742,-2.9785,-6.2012,3.418,0.83008,-4.3945,4.0527,-0.48828,28.32,7.3242
8.8867,6.2012,7.8125,4.248,7.7637,4.4922,8.5938,6.3965,7.8613,2.4902,3.5156,-2.2949,3.7109,6.6406,7.373,3.418,2.832,-2.0508,8.1055,5.3711,-0.14648,7.5684,1.4648,38.086,10.742
4.9805,6.6406,2.8809,5.3711,3.9063,4.0527,8.9355,7.9102,5.2734,2.7344,1.4648,-0.39063,-0.63477,9.9609,6.4453,6.6406,3.8086,-1.2695,9.6191,7.373,3.1738,10.938,3.9063,44.922,9.2773
5.6152,7.959,4.7852,5.0781,4.3945,3.5156,13.867,11.816,7.959,4.3945,2.6367,-1.709,-2.9297,15.137,10.107,8.5938,6.4941,1.2695,15.381,12.402,7.959,17.725,0,46.387,6.8359
3.8086,6.7383,2.6367,1.9531,0.29297,-0.73242,12.354,10.889,6.4453,0.48828,-1.709,-4.1504,-4.0039,14.16,7.666,5.3711,4.4434,0.48828,11.426,10.01,6.25,14.111,-1.4648,41.016,0
0.97656,6.2988,1.0742,0.87891,-2.9297,-3.4668,10.4,10.4,3.8086,-0.14648,-4.3945,-4.0039,-5.4199,11.914,5.127,3.6621,1.9043,-1.0254,9.4238,7.2266,6.1035,13.525,-1.4648,50.781,-10.254
7.1289,4.834,4.0527,0.48828,1.6113,0.097656,12.5,7.7148,5.1758,-1.0742,-0.68359,-0.73242,5.8594,8.4473,6.543,0.68359,3.9063,4.4434,9.7168,8.1055,6.8359,14.258,4.3945,69.824,9.2773
10.107,9.8145,5.5176,6.6895,3.0762,7.1777,9.7656,12.012,6.3477,3.9063,2.0508,7.4219,11.865,12.744,6.3477,5.2734,6.4941,8.1055,9.668,8.4473,7.7637,12.842,3.9063,83.008,19.531
15.088,13.086,10.547,10.4,7.959,9.8145,11.035,12.646,10.059,5.9082,5.7129,10.693,13.623,11.23,8.0078,6.1523,9.082,11.133,9.6191,8.9844,8.8379,12.402,2.4414,85.449,18.066
15.234,13.525,8.3984,10.01,6.1035,10.449,9.0332,12.061,7.2266,5.4199,4.1992,10.205,10.645,9.0332,5.5664,4.7852,7.4707,8.9844,7.666,5.9082,5.2734,7.1289,-3.418,96.191,23.438
25.244,16.797,16.748,15.723,16.748,18.359,12.549,14.209,15.723,11.182,14.99,16.309,20.166,12.012,13.428,9.9609,15.039,16.504,11.426,11.719,11.963,11.719,0.48828,109.38,27.832
23.926,20.264,16.797,18.75,16.797,20.898,9.8145,16.504,14.795,15.234,14.844,18.945,19.873,12.5,11.963,12.598,17.578,18.506,10.791,12.598,13.086,11.523,-1.4648,106.45,22.949
21.973,12.256,11.621,12.256,12.646,14.941,4.1016,7.2754,8.7402,6.2988,9.2773,11.182,14.258,4.0527,4.9316,3.5156,8.0566,9.3262,0.68359,2.9785,4.1016,1.5137,-3.9063,107.42,16.113
25.781,14.844,13.77,18.359,17.041,23.389,1.5137,7.666,8.4961,9.5703,11.328,14.99,17.627,3.7109,3.418,6.2012,11.475,12.842,2.0508,4.8828,7.7637,6.3965,1.9531,117.68,23.438
24.561,9.5703,12.646,13.721,16.064,18.311,-2.0508,2.2949,6.8359,6.25,9.9609,10.596,13.965,-1.4648,1.6113,1.9043,7.959,7.3242,-0.83008,1.3184,3.3203,3.1738,-2.9297,107.42,19.531
30.762,16.846,17.627,20.605,22.168,24.902,4.7363,10.156,11.475,12.354,14.746,15.576,18.115,5.7617,7.4219,7.6172,10.742,9.2773,4.5898,6.25,7.4219,10.205,4.3945,115.72,21.484
30.908,15.283,18.115,17.285,21.582,19.922,6.543,7.8125,11.523,8.4961,12.793,10.645,14.648,2.9785,7.2754,2.7832,9.1797,7.1289,3.5156,6.3965,6.543,11.23,1.9531,113.77,23.926
16.504,8.6914,5.8105,10.205,6.543,9.0332,-2.6855,1.0254,-0.24414,2.2949,1.123,2.6367,-1.5137,-2.8809,-3.4668,-1.6113,0.14648,-1.8066,-3.9063,-1.3672,-0.53711,3.8574,-5.8594,93.262,7.3242
22.168,12.256,11.914,13.184,12.354,12.012,5.3223,4.541,6.543,5.5664,7.4707,5.3223,6.25,2.002,3.1738,3.3691,6.9336,5.1758,3.2715,5.4688,5.7129,10.303,5.8594,96.68,16.602
22.217,12.988,13.574,12.402,13.477,12.451,10.596,7.3242,9.3262,7.2754,10.4,8.5938,11.963,6.25,6.8848,5.2734,9.2773,8.4961,5.8594,7.2266,7.7637,10.645,8.3008,88.867,19.531
15.674,7.7637,9.0332,10.107,11.133,11.426,5.8105,3.7109,6.6406,7.666,10.059,9.8145,13.281,4.3945,5.8105,6.1523,8.0078,7.1777,3.0273,5.6641,5.2734,5.5664,5.8594,79.102,6.3477
13.818,8.3008,8.3008,11.328,11.865,13.77,5.7129,6.25,7.8613,10.498,9.4238,9.0332,10.84,6.4453,6.9336,8.3008,9.2773,7.1289,6.25,7.8125,5.9082,7.1777,5.8594,68.848,12.695
16.26,5.0293,9.5215,11.67,15.381,14.893,5.3711,4.1016,9.8633,10.596,13.965,9.668,14.063,6.7871,10.303,9.5703,10.889,7.8613,9.668,10.596,7.8613,10.889,4.8828,63.965,13.184
12.256,2.9785,6.3477,9.7656,12.549,12.549,2.8809,2.5879,7.373,8.8379,11.328,7.373,10.059,6.25,8.0078,8.4961,9.3262,6.3965,9.7168,10.889,8.7402,12.5,9.7656,60.547,4.3945
1.5137,-0.48828,-1.2207,2.7344,0.14648,0.63477,-2.7832,0.14648,-0.048828,1.9043,-0.87891,-2.6855,-3.3691,3.5156,1.0742,2.7832,-0.24414,-4.3457,4.7363,3.3203,-0.097656,4.9805,1.9531,40.527,0
-4.0039,-2.2949,-6.0059,-2.832,-6.2988,-4.6875,-3.7598,-1.123,-3.6133,-3.7109,-6.9336,-6.3477,-2.6855,2.0996,-1.7578,-0.63477,-4.248,-8.1543,1.3184,-0.048828,-2.4902,1.6113,0,29.297,-6.8359
